algorithm_id,metric_bin_rank,metric_value,success_rate,sample_count,metric,metric_label,algorithm_label
visibility_astar,8,0.4662,0.8431594860166288,5292,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility A*
visibility_dijkstra,1,0.0406,1.0,5298,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,2,0.0657,1.0,5314,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,3,0.0877,1.0,5270,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,4,0.1366,0.999054462934947,5288,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,5,0.1933,0.9888574126534466,5295,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,6,0.2948,0.9954631379962193,5290,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,7,0.3609,0.9616257088846881,5290,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
visibility_dijkstra,8,0.4662,0.8431594860166288,5292,scene_metric_obstacle_area_ratio,obstacle area ratio,Visibility Dijkstra
grid_astar,1,0.19637575565373705,0.9901757037596826,5293,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,2,0.2586248938539024,0.8554421768707483,5292,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,3,0.2902664903868366,0.8953136810279667,5292,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,4,0.30667189330249467,0.9348072562358276,5292,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,5,0.3198575762128038,0.9665532879818595,5292,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,6,0.3347249626339637,0.9828042328042328,5292,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,7,0.3568301196816507,0.9928193499622071,5292,scene_metric_radii_cv,radii CV,Grid A*
grid_astar,8,0.4033013881993175,0.9988662131519275,5292,scene_metric_radii_cv,radii CV,Grid A*
