alpha,beta,gamma,delta,failure_score_penalty,quality_runtime_tolerance,target_min_class_share,selection_stage,selected_candidate,selected_strategy,selected_base_model,selected_feature_set,selected_feature_set_label,selected_feature_count,selected_train_trim_quantile,autotuned,scene_rows,present_classes,majority_share,min_share,normalized_entropy,proxy_objective,proxy_macro_f1,proxy_balanced_accuracy
2.0,0.6,0.9,0.4,1.0,0.15,0.03,compact_search,flat::hist_gradient_boosting|b=0.60|g=0.90|d=0.40|trim=0.05,flat,hist_gradient_boosting,compact_features,compact generalization-oriented subset,22,0.05,True,41217,3,0.3916345197370017,0.2722905597205037,0.9901678146572904,0.5297164420021225,0.5996220121191714,0.6010287726434483
