beta,gamma,delta,scene_rows,present_classes,majority_share,min_share,normalized_entropy,effective_class_count,balance_objective,meets_min_share_rule,count_visibility_astar,share_visibility_astar,count_grid_astar,share_grid_astar,count_rrt,share_rrt,proxy_status,proxy_accuracy,proxy_balanced_accuracy,proxy_macro_f1,proxy_majority_accuracy,proxy_majority_macro_f1,proxy_macro_f1_gain,proxy_min_class_count,proxy_is_valid,proxy_objective,proxy_objective_for_sort,proxy_macro_f1_gain_for_sort
0.45,0.6,1.0,41217,3,0.3775383943518451,0.30300604119659363,0.9958802773947275,2.98645274676975,0.921347924239476,True,12489,0.30300604119659363,13167,0.31945556445156126,15561,0.3775383943518451,ok,0.6557011159631247,0.6658043396340682,0.6576246133109656,0.37758369723435226,0.18272752888137503,0.47489708442959055,12489.0,True,0.5876621819040291,0.5876621819040291,0.47489708442959055
0.6,0.75,1.25,41217,3,0.38307009243758644,0.30286047019433726,0.9949538218115249,2.983414635288819,0.9147441995682757,True,12483,0.30286047019433726,12945,0.3140694373680763,15789,0.38307009243758644,ok,0.6553129548762736,0.666076855811527,0.6579670371784053,0.38311499272197963,0.18466287799059847,0.4733041591878069,12483.0,True,0.5875512595401592,0.5875512595401592,0.4733041591878069
0.3,0.45,0.8,41217,3,0.3625931047868598,0.2898076036586845,0.9958826272437994,2.9864604565256783,0.9230971261156242,True,11945,0.2898076036586845,14327,0.3475992915544557,14945,0.3625931047868598,ok,0.656380397865114,0.6650770620331442,0.6576937346237508,0.3626394953905871,0.1774201205906091,0.4802736140331417,11945.0,True,0.5872669292614707,0.5872669292614707,0.4802736140331417
0.3,0.6,1.0,41217,3,0.34966154741975397,0.3022296625178931,0.9979839986153032,2.9933629409196474,0.9505521137134423,True,12457,0.3022296625178931,14412,0.34966154741975397,14348,0.3481087900623529,ok,0.6552159146045609,0.6603774038077047,0.6550495204592743,0.34963609898107717,0.1727063560540696,0.48234316440520475,12457.0,True,0.5865582342914298,0.5865582342914298,0.48234316440520475
0.3,0.75,1.25,41217,3,0.3617682024407405,0.30269063735837154,0.9975962916838949,2.9920882206043933,0.938518726601526,True,12476,0.30269063735837154,14911,0.3617682024407405,13830,0.335541160200888,ok,0.6571567200388161,0.6601630009720868,0.655594053475853,0.36176613294517224,0.1771063445687546,0.47848770890709835,12476.0,True,0.5860246798244123,0.5860246798244123,0.47848770890709835
0.3,0.9,1.25,41217,3,0.35975447024286095,0.30543222456753283,0.9979742621255626,2.9933309222032083,0.9436520164502344,True,14828,0.35975447024286095,12589,0.30543222456753283,13800,0.3348133051896062,ok,0.6576419213973799,0.6574331534067878,0.6553342008031969,0.35972828723920425,0.17637263298125416,0.47896156782194277,12589.0,True,0.5855942147342774,0.5855942147342774,0.47896156782194277
0.6,0.75,1.5,41217,3,0.366693354683747,0.27313972390033237,0.9922960041967811,2.9747160355506264,0.8987423734133664,True,11258,0.27313972390033237,14845,0.3601669214159206,15114,0.366693354683747,ok,0.653566229985444,0.6644743063789722,0.6557102548814667,0.3667151868025231,0.178879106314494,0.47683114856697273,11258.0,True,0.5838683933948309,0.5838683933948309,0.47683114856697273
0.3,0.9,1.5,41217,3,0.3699444404008055,0.30332144503481573,0.9969051378679962,2.989817160200324,0.9302821425020065,True,12502,0.30332144503481573,15248,0.3699444404008055,13467,0.3267341145643788,ok,0.6524987869966036,0.654133141238212,0.6496362174306715,0.36991751576904414,0.18001936199853605,0.4696168554321354,12502.0,True,0.5801250987432638,0.5801250987432638,0.4696168554321354
0.6,0.9,1.25,41217,3,0.38071669456777546,0.27913239682655216,0.9927591341025518,2.97622995679056,0.8911748363613284,True,14020,0.34015090860567243,11505,0.27913239682655216,15692,0.38071669456777546,,,,,,,,,False,,-inf,-inf
0.75,1.05,1.5,41217,3,0.3847441589635345,0.28291724288521725,0.9929023477725675,2.9766982626331044,0.8910754316942502,True,13698,0.3323385981512483,11661,0.28291724288521725,15858,0.3847441589635345,,,,,,,,,False,,-inf,-inf
0.45,0.75,1.0,41217,3,0.37326831161899215,0.27153844287551254,0.9916963707015888,2.972757042883486,0.8899665019581093,True,14640,0.3551932455054953,11192,0.27153844287551254,15385,0.37326831161899215,,,,,,,,,False,,-inf,-inf
0.45,0.45,0.8,41217,3,0.3987674988475629,0.2933013077128369,0.9913172973190071,2.9715192820646728,0.8858511061842811,True,12089,0.2933013077128369,12692,0.3079311934396002,16436,0.3987674988475629,,,,,,,,,False,,-inf,-inf
0.45,0.6,1.25,41217,3,0.37533056748429044,0.26668607613363415,0.9903621995653599,2.9684029552248674,0.8817177082147036,True,10992,0.26668607613363415,15470,0.37533056748429044,14755,0.35798335638207535,,,,,,,,,False,,-inf,-inf
0.75,0.75,1.5,41217,3,0.3870005094985079,0.2760996676128782,0.9914927641111065,2.972092156974343,0.8805919222254768,True,11380,0.2760996676128782,13886,0.3368998228886139,15951,0.3870005094985079,,,,,,,,,False,,-inf,-inf
0.6,0.6,1.25,41217,3,0.3828032122667831,0.2706892786956838,0.9908494101264047,2.969992234558481,0.8787354765553055,True,11157,0.2706892786956838,14282,0.3465075090375331,15778,0.3828032122667831,,,,,,,,,False,,-inf,-inf
0.6,0.6,1.0,41217,3,0.40476017177378265,0.2923550961981707,0.9897852838500489,2.966522157654276,0.877380208274437,True,12484,0.30288473202804667,12050,0.2923550961981707,16683,0.40476017177378265,,,,,,,,,False,,-inf,-inf
0.75,0.75,1.25,41217,3,0.40476017177378265,0.2923550961981707,0.9897852838500489,2.966522157654276,0.877380208274437,True,12484,0.30288473202804667,12050,0.2923550961981707,16683,0.40476017177378265,,,,,,,,,False,,-inf,-inf
0.9,0.9,1.5,41217,3,0.40476017177378265,0.2923550961981707,0.9897852838500489,2.966522157654276,0.877380208274437,True,12484,0.30288473202804667,12050,0.2923550961981707,16683,0.40476017177378265,,,,,,,,,False,,-inf,-inf
0.45,0.45,1.0,41217,3,0.37598563699444404,0.2628284445738409,0.9892611467917516,2.964814456454499,0.8761039543711484,True,10833,0.2628284445738409,14887,0.36118591843171505,15497,0.37598563699444404,,,,,,,,,False,,-inf,-inf
0.45,0.75,1.5,41217,3,0.3846228497949875,0.27005847101923963,0.9905361709225612,2.968970351607621,0.8759717921468133,True,11131,0.27005847101923963,15853,0.3846228497949875,14233,0.34531867918577286,,,,,,,,,False,,-inf,-inf
0.3,0.45,0.6,41217,3,0.38277895043307375,0.26736540747749715,0.9900711807877589,2.9674540586123435,0.8746576378321823,True,14420,0.3498556420894291,11020,0.26736540747749715,15777,0.38277895043307375,,,,,,,,,False,,-inf,-inf
0.9,0.75,1.5,41217,3,0.40827813766164445,0.2777979959725356,0.9878576845830433,2.96024664754609,0.8573775428939345,True,11450,0.2777979959725356,12939,0.3139238663658199,16828,0.40827813766164445,,,,,,,,,False,,-inf,-inf
0.45,0.6,0.8,41217,3,0.3931144915932746,0.2624887789019094,0.9878258475935339,2.9601431102665052,0.8572001349021686,True,14195,0.344396729504816,10819,0.2624887789019094,16203,0.3931144915932746,,,,,,,,,False,,-inf,-inf
0.9,1.05,1.5,41217,3,0.4016303952252711,0.27008273285294904,0.9881467201678819,2.9611867877375926,0.8565990577955598,True,13531,0.32828687192177985,11132,0.27008273285294904,16554,0.4016303952252711,,,,,,,,,False,,-inf,-inf
0.75,0.6,1.5,41217,3,0.38678215299512336,0.2539000897687847,0.9859992138798892,2.9542087632371947,0.8531171506535504,True,10465,0.2539000897687847,14810,0.3593177572360919,15942,0.38678215299512336,,,,,,,,,False,,-inf,-inf
0.75,0.9,1.25,41217,3,0.40075696921173304,0.2654487226144552,0.9874047614367973,2.95877403389904,0.8520965148395194,True,13758,0.3337943081738118,10941,0.2654487226144552,16518,0.40075696921173304,,,,,,,,,False,,-inf,-inf
0.75,0.6,1.25,41217,3,0.4095397530145328,0.27313972390033237,0.9869833207585934,2.957404438879145,0.850583291644393,True,11258,0.27313972390033237,13079,0.31732052308513475,16880,0.4095397530145328,,,,,,,,,False,,-inf,-inf
0.6,0.6,1.5,41217,3,0.38743722250527696,0.24921755586287211,0.9844146482861658,2.949070481703197,0.8461949816437611,True,10272,0.24921755586287211,15969,0.38743722250527696,14976,0.36334522163185096,,,,,,,,,False,,-inf,-inf
0.6,0.75,1.0,41217,3,0.39927699735546013,0.2592134313511415,0.9862005366231644,2.9548622345136604,0.8461369706188457,True,14076,0.3415095712933984,10684,0.2592134313511415,16457,0.39927699735546013,,,,,,,,,False,,-inf,-inf
0.6,0.45,1.25,41217,3,0.38149307324647597,0.2442681417861562,0.9828295127078186,2.943939293755757,0.8456045812474987,True,10068,0.2442681417861562,15425,0.37423878496736784,15724,0.38149307324647597,,,,,,,,,False,,-inf,-inf
0.3,0.45,1.0,41217,3,0.40058713637576726,0.256520367809399,0.9853209980549775,2.952008413234716,0.8412542294886093,True,10573,0.256520367809399,16511,0.40058713637576726,14133,0.34289249581483366,,,,,,,,,False,,-inf,-inf
0.3,0.75,1.5,41217,3,0.4114564378775748,0.2667831234684718,0.9855706580702258,2.952818199854484,0.8408973436611228,True,10996,0.2667831234684718,16959,0.4114564378775748,13262,0.3217604386539535,,,,,,,,,False,,-inf,-inf
0.3,0.6,1.25,41217,3,0.4072834024795594,0.2621491132299779,0.9855494414344624,2.9527493738401156,0.8404151521848809,True,10805,0.2621491132299779,16787,0.4072834024795594,13625,0.3305674842904627,,,,,,,,,False,,-inf,-inf
0.6,0.45,1.0,41217,3,0.413761312079967,0.26593395928864305,0.9848998459647358,2.950642885461716,0.8370724931734117,True,10961,0.26593395928864305,13202,0.32030472863139,17054,0.413761312079967,,,,,,,,,False,,-inf,-inf
0.6,1.05,1.25,41217,3,0.3882621248513963,0.2389790620375088,0.9805477845756263,2.936568861088224,0.8312647217617388,True,16003,0.3882621248513963,9850,0.2389790620375088,15364,0.37275881311109493,,,,,,,,,False,,-inf,-inf
0.45,1.05,1.25,41217,3,0.40303758158041586,0.24463206929179707,0.9814550355797297,2.939497248637857,0.8230495232911108,True,16612,0.40303758158041586,10083,0.24463206929179707,14522,0.3523303491277871,,,,,,,,,False,,-inf,-inf
0.75,1.05,1.25,41217,3,0.3934784190989155,0.23500012130916856,0.9786802741534485,2.930550167447049,0.8202019763637014,True,15313,0.37152145959191596,9686,0.23500012130916856,16218,0.3934784190989155,,,,,,,,,False,,-inf,-inf
0.9,0.75,1.25,41217,3,0.43193342552830144,0.2674624548123347,0.9799987435006006,2.9347981059727397,0.815527772784634,True,12390,0.30060411965936384,11024,0.2674624548123347,17803,0.43193342552830144,,,,,,,,,False,,-inf,-inf
0.9,0.9,1.25,41217,3,0.4196811995050586,0.25149816823155496,0.9805721422379374,2.9366474436274275,0.8123891109644337,True,13553,0.3288206322633865,10366,0.25149816823155496,17298,0.4196811995050586,,,,,,,,,False,,-inf,-inf
0.3,1.05,1.25,41217,3,0.4203120071815028,0.2510857170584953,0.9803306015032135,2.935868279363467,0.8111043113802061,True,17324,0.4203120071815028,10349,0.2510857170584953,13544,0.32860227576000195,,,,,,,,,False,,-inf,-inf
0.45,0.6,1.5,41217,3,0.41596913894752163,0.24431666545357497,0.9793724560426714,2.9327795211744596,0.8077199825487248,True,10070,0.24431666545357497,17145,0.41596913894752163,14002,0.33971419559890337,,,,,,,,,False,,-inf,-inf
0.45,0.45,1.25,41217,3,0.41004925152243005,0.23856661086444914,0.9784573515672059,2.9298325474926235,0.8069747109092249,True,9833,0.23856661086444914,16901,0.41004925152243005,14483,0.3513841376131208,,,,,,,,,False,,-inf,-inf
0.45,0.45,0.6,41217,3,0.4226654050513138,0.24312783560181478,0.977689135303205,2.9273608945112763,0.7981515658537061,True,13775,0.33420675934687144,10021,0.24312783560181478,17421,0.4226654050513138,,,,,,,,,False,,-inf,-inf
0.6,0.6,0.8,41217,3,0.4226654050513138,0.24312783560181478,0.977689135303205,2.9273608945112763,0.7981515658537061,True,13775,0.33420675934687144,10021,0.24312783560181478,17421,0.4226654050513138,,,,,,,,,False,,-inf,-inf
0.75,0.75,1.0,41217,3,0.4226654050513138,0.24312783560181478,0.977689135303205,2.9273608945112763,0.7981515658537061,True,13775,0.33420675934687144,10021,0.24312783560181478,17421,0.4226654050513138,,,,,,,,,False,,-inf,-inf
0.6,0.9,1.0,41217,3,0.3937210374360094,0.21830797971710703,0.9708288840911673,2.9053810214076945,0.7954158263722648,True,16228,0.3937210374360094,8998,0.21830797971710703,15991,0.3879709828468836,,,,,,,,,False,,-inf,-inf
0.9,1.05,1.25,41217,3,0.4127180532304632,0.22997792173132445,0.9748595281239928,2.9182749096217178,0.792119396624854,True,14727,0.3573040250382124,9479,0.22997792173132445,17011,0.4127180532304632,,,,,,,,,False,,-inf,-inf
0.75,0.6,1.0,41217,3,0.44394303321445033,0.25739379382293714,0.9746346715937985,2.9175540967759694,0.7880854322022852,True,12310,0.2986631729626125,10609,0.25739379382293714,18298,0.44394303321445033,,,,,,,,,False,,-inf,-inf
0.6,0.45,1.5,41217,3,0.4141737632530267,0.22803697503457313,0.9738799501515841,2.915136020342756,0.7877431619331305,True,9399,0.22803697503457313,17071,0.4141737632530267,14747,0.3577892617124002,,,,,,,,,False,,-inf,-inf
0.6,0.45,0.8,41217,3,0.4546425018802921,0.2576121503263217,0.9705034452670377,2.904342443033275,0.7734730937130673,True,11860,0.28774534779338623,10618,0.2576121503263217,18739,0.4546425018802921,,,,,,,,,False,,-inf,-inf
0.45,0.9,1.0,41217,3,0.41664847029138463,0.21990926074192688,0.9700373112157742,2.9028555082972183,0.7732981016663165,True,17173,0.41664847029138463,9064,0.21990926074192688,14980,0.3634422689666885,,,,,,,,,False,,-inf,-inf
0.75,0.9,1.0,41217,3,0.4124026493922411,0.21619720018438993,0.9687405905565376,2.898723064155774,0.7725351413486865,True,15308,0.371400150423369,8911,0.21619720018438993,16998,0.4124026493922411,,,,,,,,,False,,-inf,-inf
0.6,0.75,0.8,41217,3,0.4085207559987384,0.2074629400490089,0.9644364540614735,2.885048584130379,0.7633786381117439,True,15828,0.3840163039522527,8551,0.2074629400490089,16838,0.4085207559987384,,,,,,,,,False,,-inf,-inf
0.3,0.6,1.5,41217,3,0.4499599679743795,0.2368925443385011,0.9685733630464807,2.898190564895625,0.7555059394106023,True,9764,0.2368925443385011,18546,0.4499599679743795,12907,0.3131474876871194,,,,,,,,,False,,-inf,-inf
0.45,0.75,0.8,41217,3,0.41596913894752163,0.20612853919499236,0.9631592991212428,2.8810034164565317,0.7533186993687134,True,17145,0.41596913894752163,8496,0.20612853919499236,15576,0.377902321857486,,,,,,,,,False,,-inf,-inf
0.3,0.45,1.25,41217,3,0.45102748865759273,0.22968677972681176,0.9662344014552805,2.8907528998449235,0.7448936925244996,True,9467,0.22968677972681176,18590,0.45102748865759273,13160,0.3192857316155955,,,,,,,,,False,,-inf,-inf
0.3,0.9,1.0,41217,3,0.4428269888638183,0.2212921852633622,0.965700609765281,2.889058172271449,0.7441658061648249,True,18252,0.4428269888638183,9121,0.2212921852633622,13844,0.3358808258728195,,,,,,,,,False,,-inf,-inf
0.9,0.9,1.0,41217,3,0.4334376592182837,0.21056845476381106,0.9631208009682148,2.8808815683075224,0.7402515965137423,True,14673,0.3559938860179052,8679,0.21056845476381106,17865,0.4334376592182837,,,,,,,,,False,,-inf,-inf
0.45,0.45,1.5,41217,3,0.4495475168013198,0.22078268675546497,0.9637168181231813,2.8827685635778866,0.7349519880773263,True,9100,0.22078268675546497,18529,0.4495475168013198,13588,0.3296697964432152,,,,,,,,,False,,-inf,-inf
0.45,0.6,0.6,41217,3,0.4104617026954897,0.18873280442535847,0.9527022443742155,2.848095123539607,0.7309733461040842,True,16918,0.4104617026954897,7779,0.18873280442535847,16520,0.4008054928791518,,,,,,,,,False,,-inf,-inf
0.75,0.75,0.8,41217,3,0.43566974791954777,0.20399349782856588,0.9594545972081527,2.8693014728939006,0.7277783471171708,True,14852,0.3603367542518864,8408,0.20399349782856588,17957,0.43566974791954777,,,,,,,,,False,,-inf,-inf
0.9,1.05,1.0,41217,3,0.4169153504621879,0.18438993619137733,0.9494883390363392,2.8380566994771383,0.7169629247655287,True,16433,0.39869471334643475,7600,0.18438993619137733,17184,0.4169153504621879,,,,,,,,,False,,-inf,-inf
0.3,0.75,0.8,41217,3,0.44925637479680713,0.20462430550501007,0.9569829653276914,2.8615208400599843,0.7123508960358943,True,18517,0.44925637479680713,8434,0.20462430550501007,14266,0.34611931969818277,,,,,,,,,False,,-inf,-inf
0.6,0.6,0.6,41217,3,0.43930902297595653,0.19467695368415944,0.9537498852817943,2.8513750291125777,0.7091178159899972,True,15086,0.36601402333988403,8024,0.19467695368415944,18107,0.43930902297595653,,,,,,,,,False,,-inf,-inf
0.75,1.05,1.0,41217,3,0.42603779993691926,0.17997428245626804,0.9458537232448502,2.8267468391470483,0.699790205764199,True,17560,0.42603779993691926,7418,0.17997428245626804,16239,0.39398791760681273,,,,,,,,,False,,-inf,-inf
0.75,0.9,0.8,41217,3,0.41504718926656475,0.17281704151199748,0.9408955414774286,2.8113910718641564,0.6986653937228613,True,17107,0.41504718926656475,7123,0.17281704151199748,16987,0.41213576922143774,,,,,,,,,False,,-inf,-inf
0.9,0.75,1.0,41217,3,0.47097071596671275,0.2092583157435039,0.9525905236707406,2.8477455762390473,0.6908781234475319,True,13180,0.31977096828978335,8625,0.2092583157435039,19412,0.47097071596671275,,,,,,,,,False,,-inf,-inf
0.45,0.45,0.4,41217,3,0.43918771380740956,0.17849431059999515,0.9435148241220542,2.819492714579077,0.6828214209146397,True,15758,0.3823179755925953,7357,0.17849431059999515,18102,0.43918771380740956,,,,,,,,,False,,-inf,-inf
0.9,0.9,0.8,41217,3,0.43918771380740956,0.17849431059999515,0.9435148241220542,2.819492714579077,0.6828214209146397,True,15758,0.3823179755925953,7357,0.17849431059999515,18102,0.43918771380740956,,,,,,,,,False,,-inf,-inf
0.3,0.45,1.5,41217,3,0.489191353082466,0.21124778610767403,0.946017471337826,2.8272554043986227,0.668073904363034,True,8707,0.21124778610767403,20163,0.489191353082466,12347,0.29956086080986,,,,,,,,,False,,-inf,-inf
0.3,0.6,0.6,41217,3,0.45682606691413735,0.18201227648785695,0.9428350406186576,2.8173878513029655,0.6680212501923772,True,18829,0.45682606691413735,7502,0.18201227648785695,14886,0.3611616565980057,,,,,,,,,False,,-inf,-inf
0.6,1.05,1.0,41217,3,0.4536962903656258,0.17560715238857752,0.9392821424467566,2.80641229492929,0.6611930044697083,True,18700,0.4536962903656258,7238,0.17560715238857752,15279,0.37069655724579664,,,,,,,,,False,,-inf,-inf
0.75,0.75,0.6,41217,3,0.43899361913773444,0.16427687604629157,0.932908127148792,2.7868288393774128,0.6581913840573492,True,16352,0.39672950481597397,6771,0.16427687604629157,18094,0.43899361913773444,,,,,,,,,False,,-inf,-inf
0.3,0.45,0.4,41217,3,0.4494262076327729,0.16696993958803405,0.933776379989532,2.7894883890681568,0.6513201119447931,True,18524,0.4494262076327729,6882,0.16696993958803405,15811,0.38360385277919307,,,,,,,,,False,,-inf,-inf
0.6,0.9,0.8,41217,3,0.4494262076327729,0.16696993958803405,0.933776379989532,2.7894883890681568,0.6513201119447931,True,18524,0.4494262076327729,6882,0.16696993958803405,15811,0.38360385277919307,,,,,,,,,False,,-inf,-inf
0.6,0.75,0.6,41217,3,0.4393575466433753,0.15602785258509838,0.925991513022535,2.76573287861138,0.6426618189642581,True,18109,0.4393575466433753,6431,0.15602785258509838,16677,0.40461460077152633,,,,,,,,,False,,-inf,-inf
0.75,0.6,0.8,41217,3,0.4923453914646869,0.1959870927044666,0.9390143152758622,2.8055866626399664,0.6426560165156419,True,12846,0.3116675158308465,8078,0.1959870927044666,20293,0.4923453914646869,,,,,,,,,False,,-inf,-inf
0.9,1.05,0.8,41217,3,0.4343596088992406,0.1515636751825703,0.9223095986209321,2.7545680950314093,0.6395136649042619,True,17903,0.4343596088992406,6247,0.1515636751825703,17067,0.4140767159181891,,,,,,,,,False,,-inf,-inf
0.6,0.6,0.4,41217,3,0.4387752626343499,0.14198025086736055,0.9130187864047727,2.7265952196179213,0.6162237746377834,True,17280,0.41924448649828955,5852,0.14198025086736055,18085,0.4387752626343499,,,,,,,,,False,,-inf,-inf
0.9,0.9,0.6,41217,3,0.4387752626343499,0.14198025086736055,0.9130187864047727,2.7265952196179213,0.6162237746377834,True,17280,0.41924448649828955,5852,0.14198025086736055,18085,0.4387752626343499,,,,,,,,,False,,-inf,-inf
0.45,1.05,1.0,41217,3,0.4834655603270495,0.1707062619792804,0.9287645169748483,2.774171410020053,0.6160052186270792,True,19927,0.4834655603270495,7036,0.1707062619792804,14254,0.3458281776936701,,,,,,,,,False,,-inf,-inf
0.45,0.9,0.8,41217,3,0.4842419390057501,0.16027367348424193,0.9214050631726645,2.7518321473508385,0.5974367976511562,True,19959,0.4842419390057501,6606,0.16027367348424193,14652,0.355484387510008,,,,,,,,,False,,-inf,-inf
0.75,1.05,0.8,41217,3,0.46745275007885095,0.1445520052405561,0.9124213295475865,2.7248061421355154,0.5895205847092915,True,19267,0.46745275007885095,5958,0.1445520052405561,15992,0.38799524468059293,,,,,,,,,False,,-inf,-inf
0.75,0.9,0.6,41217,3,0.45842734793895723,0.13370696557245795,0.9032899464591498,2.6976079487193574,0.5785695640926506,True,18895,0.45842734793895723,5511,0.13370696557245795,16811,0.4078656864885848,,,,,,,,,False,,-inf,-inf
0.45,0.75,0.6,41217,3,0.48397505883494674,0.1463231191013417,0.9105397814210257,2.719179534808261,0.5728878416874206,True,19948,0.48397505883494674,6031,0.1463231191013417,15238,0.36970182206371155,,,,,,,,,False,,-inf,-inf
0.75,0.75,0.4,41217,3,0.441322755173836,0.12021738603003615,0.8894603533029615,2.656932001980321,0.5683549841591616,True,18190,0.441322755173836,4955,0.12021738603003615,18072,0.4384598587961278,,,,,,,,,False,,-inf,-inf
0.3,1.05,1.0,41217,3,0.5150059441492588,0.16561127690030814,0.913940207505654,2.7293567072875873,0.5645455402567033,True,21227,0.5150059441492588,6826,0.16561127690030814,13164,0.3193827789504331,,,,,,,,,False,,-inf,-inf
0.9,0.75,0.8,41217,3,0.5202465002304875,0.16131693233374578,0.9090173480690747,2.7146353343307514,0.550087780172333,True,13125,0.3184365674357668,6649,0.16131693233374578,21443,0.5202465002304875,,,,,,,,,False,,-inf,-inf
0.6,0.45,0.6,41217,3,0.5335662469369435,0.17167673532765607,0.9082062243973795,2.7122173719573315,0.5463167127880921,True,12149,0.2947570177354004,7076,0.17167673532765607,21992,0.5335662469369435,,,,,,,,,False,,-inf,-inf
0.45,0.6,0.4,41217,3,0.47900138292452143,0.12873328966203265,0.8952777824168461,2.6739670962445254,0.5450096891543572,True,19743,0.47900138292452143,5306,0.12873328966203265,16168,0.3922653274134459,,,,,,,,,False,,-inf,-inf
0.6,1.05,0.8,41217,3,0.5000121309168547,0.13707936045806343,0.8982413867016985,2.6826873257784403,0.5353086162429072,True,20609,0.5000121309168547,5650,0.13707936045806343,14958,0.3629085086250819,,,,,,,,,False,,-inf,-inf
0.3,0.9,0.8,41217,3,0.5225271125991703,0.15314069437368077,0.9026913624246817,2.6958345531318875,0.5333049441991923,True,21537,0.5225271125991703,6312,0.15314069437368077,13368,0.324332193027149,,,,,,,,,False,,-inf,-inf
0.9,1.05,0.6,41217,3,0.4710920251352597,0.11856758133779752,0.885597565495071,2.6456806538851234,0.5330731216976088,True,19417,0.4710920251352597,4887,0.11856758133779752,16913,0.4103403935269428,,,,,,,,,False,,-inf,-inf
