algorithm_id,runs,success_rate,runtime_ms_median,runtime_ms_mean,build_ms_median,build_ms_mean,search_ms_median,search_ms_mean,build_share_percent_median,search_share_percent_median,nodes_median,edges_median,expanded_nodes_median
visibility_astar,42337,0.9735219784113187,18.711,201.80983930840637,18.3282,201.2386200085032,0.1058,0.20092055176323312,98.81471856599873,0.49647140107585247,2496.0,7490.0,97.0
visibility_dijkstra,42337,0.9735219784113187,19.1881,202.73315068616103,18.4466,201.53850061412,0.4208,0.8877692136901529,97.85557961123924,1.6045363855927752,2496.0,7490.0,2396.0
grid_astar,42337,0.9520986371259182,4.3107,18.073822233507332,3.5933,14.010449082362946,0.4706,2.291237603042256,82.02852127332285,10.511933486438558,5536.0,38048.0,1363.0
grid_dijkstra,42337,0.9520986371259182,4.5296,20.13700785365047,3.642,14.121190138649409,0.6443,4.305760703403642,79.758185029208,15.057376756157726,5536.0,38048.0,5091.0
