config_index,config_name,algorithm_id,runs,runtime_ms_median,build_ms_median,search_ms_median,build_share_percent_median,search_share_percent_median,obstacle_count_median,nodes_median,edges_median
38,final53_huge_boulder_field_overgrown_xl,visibility_astar,800,229.1729,228.64805,0.22594999999999998,99.77929763591708,0.10275608727779886,210.0,4476.0,13049.0
38,final53_huge_boulder_field_overgrown_xl,visibility_dijkstra,800,230.4966,229.41545,0.7408,99.5855419405923,0.32682201484599394,210.0,4476.0,13049.0
39,final53_large_rectangular_super_pressure,grid_astar,800,4.79925,3.99475,0.49605,84.61634325794674,10.270999151932493,130.0,6058.0,43193.0
39,final53_large_rectangular_super_pressure,grid_dijkstra,800,4.983,4.0712,0.66015,82.51519491430705,12.981664440049922,130.0,6058.0,43193.0
39,final53_large_rectangular_super_pressure,visibility_astar,800,75.63495,75.25999999999999,0.14655,99.52954083665928,0.1986531052670025,130.0,3224.5,9470.0
39,final53_large_rectangular_super_pressure,visibility_dijkstra,800,75.30924999999999,74.61619999999999,0.49015,99.12808603594404,0.6645227348216431,130.0,3224.5,9470.0
40,final53_mega_goal_pressure_dual_mass,grid_astar,800,97.60335,72.52375,16.355800000000002,74.88738962782357,16.768725854376406,459.0,104635.0,803817.0
40,final53_mega_goal_pressure_dual_mass,grid_dijkstra,800,103.21735,73.4034,21.2915,71.3587433770451,20.680395015274456,459.0,104635.0,803817.0
40,final53_mega_goal_pressure_dual_mass,visibility_astar,800,1826.049,1823.33115,0.6778500000000001,99.92970674429709,0.037368942140744064,459.0,7218.5,20876.0
40,final53_mega_goal_pressure_dual_mass,visibility_dijkstra,800,1812.9310999999998,1810.91365,1.4209,99.89093810661672,0.0826375713046093,459.0,7218.5,20876.0
41,final53_large_square_boulder_field_l,grid_astar,800,4.5811,3.86555,0.4505,85.55859218726224,9.491801230677133,96.0,5519.5,37809.0
41,final53_large_square_boulder_field_l,grid_dijkstra,800,4.77835,3.90245,0.63235,82.84814244624714,12.923397441924628,96.0,5519.5,37809.0
41,final53_large_square_boulder_field_l,visibility_astar,800,43.456450000000004,43.07684999999999,0.1417,99.15848088346463,0.3330523999463803,96.0,3114.0,9310.0
41,final53_large_square_boulder_field_l,visibility_dijkstra,800,43.962450000000004,43.290800000000004,0.53235,98.39987702598536,1.218261422753961,96.0,3114.0,9310.0
42,final53_large_square_boulder_cluster_xl,grid_astar,800,8.73105,6.9262999999999995,1.2736,79.9364789509475,14.538921021651127,102.0,11143.5,84051.0
42,final53_large_square_boulder_cluster_xl,grid_dijkstra,800,8.75155,6.9585,1.36205,79.9019186738698,15.347820088814785,102.0,11143.5,84051.0
42,final53_large_square_boulder_cluster_xl,visibility_astar,800,26.1416,26.0441,0.0574,99.64495547736482,0.22163653570367087,102.0,703.5,1978.0
42,final53_large_square_boulder_cluster_xl,visibility_dijkstra,800,25.98005,25.849200000000003,0.08215,99.55271447708876,0.3191155180980757,102.0,703.5,1978.0
43,final53_giant_rectangular_super_pressure,grid_astar,800,18.61505,14.925350000000002,2.3657500000000002,81.11816550390628,12.55586046630398,309.5,21455.5,156646.0
43,final53_giant_rectangular_super_pressure,grid_dijkstra,800,19.234949999999998,15.0805,3.092,78.98470192363706,15.936175899870388,309.5,21455.5,156646.0
43,final53_giant_rectangular_super_pressure,visibility_astar,800,701.12525,699.9787,0.49745,99.84228317944972,0.06826310045482314,309.5,7869.0,23097.0
43,final53_giant_rectangular_super_pressure,visibility_dijkstra,800,704.99135,703.1125999999999,1.4299499999999998,99.73208167426613,0.20448058593461738,309.5,7869.0,23097.0
44,final53_giant_square_super_pressure,grid_astar,800,41.387,33.03525,4.5563,80.54356512602872,10.883202254906708,334.0,53698.0,408119.0
44,final53_giant_square_super_pressure,grid_dijkstra,800,45.9237,32.91225,9.367,72.2419838910241,20.50869078837112,334.0,53698.0,408119.0
44,final53_giant_square_super_pressure,visibility_astar,800,1161.6365,1159.28845,0.64985,99.81845494325114,0.057508809538082024,334.0,16297.5,48443.0
44,final53_giant_square_super_pressure,visibility_dijkstra,800,1171.6292,1165.91305,3.8289999999999997,99.56689478360667,0.3339743276467889,334.0,16297.5,48443.0
45,final53_huge_square_boulder_sparse_grade_plus,grid_astar,800,11.364450000000001,9.08165,1.3032,80.86725324139826,11.306674025937873,79.0,13368.5,97893.0
45,final53_huge_square_boulder_sparse_grade_plus,grid_dijkstra,800,12.1734,9.2192,2.17375,76.96724057053157,17.789619324897338,79.0,13368.5,97893.0
