config_index,config_name,algorithm_id,runs,runtime_ms_median,build_ms_median,search_ms_median,build_share_percent_median,search_share_percent_median,obstacle_count_median,nodes_median,edges_median
45,final53_huge_square_boulder_sparse_grade_plus,visibility_astar,800,27.9899,27.573500000000003,0.1194,98.86852666488244,0.43893961168737883,79.0,2561.0,7656.0
45,final53_huge_square_boulder_sparse_grade_plus,visibility_dijkstra,800,28.46315,27.79125,0.43505,97.92249260099811,1.5891833355324945,79.0,2561.0,7656.0
46,final53_huge_square_boulder_dense_grade,grid_astar,800,18.19415,14.274750000000001,2.1624999999999996,79.56514972734712,11.753367156286187,122.0,22371.0,169262.0
46,final53_huge_square_boulder_dense_grade,grid_dijkstra,800,19.767400000000002,14.39575,3.87495,73.68090251889963,19.670618894240583,122.0,22371.0,169262.0
46,final53_huge_square_boulder_dense_grade,visibility_astar,800,72.2949,71.7952,0.16925,99.37091792514045,0.23642941274167403,122.0,3566.5,10533.0
46,final53_huge_square_boulder_dense_grade,visibility_dijkstra,800,73.13405,72.17515,0.649,98.8083687261734,0.905382384946272,122.0,3566.5,10533.0
47,final53_ultra_wide_broken_wallmaze,grid_astar,800,6.8434,5.4404,0.825,80.90028055474559,12.035580965244606,102.0,9542.0,72550.0
47,final53_ultra_wide_broken_wallmaze,grid_dijkstra,800,7.28525,5.52025,1.24295,77.68807353371278,16.84396882321031,102.0,9542.0,72550.0
47,final53_ultra_wide_broken_wallmaze,visibility_astar,800,34.518100000000004,34.3202,0.081,99.47791535374938,0.2403880069600889,102.0,1638.5,4770.0
47,final53_ultra_wide_broken_wallmaze,visibility_dijkstra,800,34.73615,34.458349999999996,0.24065,99.08239926748342,0.7028957806319405,102.0,1638.5,4770.0
48,final53_ultra_tall_island_cascade,grid_astar,800,7.04545,5.524800000000001,0.9466,79.68432011742712,13.075695564119076,96.0,9532.0,71628.0
48,final53_ultra_tall_island_cascade,grid_dijkstra,800,7.2551000000000005,5.57865,1.1074,78.36918900469044,15.144582887550683,96.0,9532.0,71628.0
48,final53_ultra_tall_island_cascade,visibility_astar,800,45.55265,45.11325,0.18935000000000002,99.05748775916022,0.4227016837727113,96.0,3141.0,9312.0
48,final53_ultra_tall_island_cascade,visibility_dijkstra,800,46.07655,45.30155,0.5051,98.47982106885917,1.1362907287338362,96.0,3141.0,9312.0
49,final53_compact_rectangular_super_pressure_scaled,grid_astar,799,0.8188,0.7103,0.0734,87.45050989802039,8.771298296136308,62.0,916.0,5806.0
49,final53_compact_rectangular_super_pressure_scaled,grid_dijkstra,799,0.8328,0.7373,0.0661,88.75753542628982,7.626680455015513,62.0,916.0,5806.0
49,final53_compact_rectangular_super_pressure_scaled,visibility_astar,799,9.2644,9.2078,0.0355,99.27461876847741,0.39864618177871186,62.0,609.0,1712.0
49,final53_compact_rectangular_super_pressure_scaled,visibility_dijkstra,799,9.4521,9.3506,0.065,99.01301828877112,0.6968143589450687,62.0,609.0,1712.0
50,final53_giant_center_pressure_channels_soft,grid_astar,800,19.98725,15.36975,2.78695,77.20931890161359,13.911311326955673,205.0,26063.0,198814.0
50,final53_giant_center_pressure_channels_soft,grid_dijkstra,800,21.6961,15.52375,4.51365,71.87021671259046,20.84266632125103,205.0,26063.0,198814.0
50,final53_giant_center_pressure_channels_soft,visibility_astar,800,215.7025,215.09385,0.2902,99.69868246798521,0.135941363107149,205.0,4731.5,13916.0
50,final53_giant_center_pressure_channels_soft,visibility_dijkstra,800,215.84359999999998,214.83555,0.88745,99.45100534508452,0.42639379539819705,205.0,4731.5,13916.0
51,final53_giant_corridor_pressure,grid_astar,800,114.00829999999999,90.03084999999999,11.66815,79.14207963705601,10.130796595426109,389.0,156972.0,1227342.0
51,final53_giant_corridor_pressure,grid_dijkstra,800,132.2476,90.41919999999999,29.705199999999998,68.43514740861286,22.344299442749858,389.0,156972.0,1227342.0
51,final53_giant_corridor_pressure,visibility_astar,800,1333.84755,1331.5689499999999,0.56695,99.83539951970559,0.044165614243146877,389.0,15733.5,46672.0
51,final53_giant_corridor_pressure,visibility_dijkstra,800,1342.00805,1336.6709999999998,3.7401,99.61802843051628,0.282882908305203,389.0,15733.5,46672.0
52,final53_giant_heterogeneous_load,grid_astar,800,111.01345,85.77345,14.9192,77.78010648608722,13.401716848095933,439.0,128045.0,984728.0
52,final53_giant_heterogeneous_load,grid_dijkstra,800,122.10015,86.2028,25.542749999999998,71.03177872140947,20.947896956990547,439.0,128045.0,984728.0
52,final53_giant_heterogeneous_load,visibility_astar,800,2359.0639499999997,2356.53555,0.78695,99.90319695824408,0.033660219544418876,439.0,15639.0,46182.0
52,final53_giant_heterogeneous_load,visibility_dijkstra,800,2368.9807499999997,2363.6543,3.8028500000000003,99.78362275591789,0.16354645928929512,439.0,15639.0,46182.0
53,final53_giant_multimass_field,grid_astar,800,100.2663,75.9092,15.0486,76.05294505611006,14.860567344838763,349.0,122189.0,945211.0
53,final53_giant_multimass_field,grid_dijkstra,800,109.01429999999999,76.04124999999999,23.550649999999997,70.11453675509607,21.677437302496323,349.0,122189.0,945211.0
53,final53_giant_multimass_field,visibility_astar,800,1508.315,1505.4864499999999,0.7676000000000001,99.82475844846823,0.0544608780550786,349.0,18007.0,53501.0
53,final53_giant_multimass_field,visibility_dijkstra,800,1511.3670499999998,1506.4837,4.4456500000000005,99.59032399563105,0.3064409467726531,349.0,18007.0,53501.0
