config_index,algorithm_id,median_runtime_success_ms,success_count
39,rrt,31.1934,793
39,visibility_astar,586.4844,799
39,visibility_dijkstra,589.5178,799
40,grid_astar,19140.380400000002,800
40,grid_dijkstra,19158.5016,800
40,rrt,697.0745,98
40,visibility_astar,11980.02085,800
40,visibility_dijkstra,11959.339,800
41,grid_astar,201.6508,798
41,grid_dijkstra,203.41289999999998,798
41,rrt,26.39025,800
41,visibility_astar,288.78875,800
41,visibility_dijkstra,291.3968,800
42,grid_astar,455.6909,799
42,grid_dijkstra,457.9309,799
42,rrt,74.5629,796
42,visibility_astar,218.86155,800
42,visibility_dijkstra,218.43585000000002,800
43,grid_astar,2468.9583,799
43,grid_dijkstra,2477.9831,799
43,rrt,242.48885,660
43,visibility_astar,5071.4408,799
43,visibility_dijkstra,5054.2784,799
44,grid_astar,6791.4091499999995,800
44,grid_dijkstra,6823.4419,800
44,rrt,219.8346,726
44,visibility_astar,7630.01315,800
44,visibility_dijkstra,7647.55925,800
45,grid_astar,427.8959,800
45,grid_dijkstra,433.8985,800
45,rrt,41.86335,798
45,visibility_astar,185.45454999999998,800
45,visibility_dijkstra,186.8808,800
46,grid_astar,1079.29,793
46,grid_dijkstra,1088.0439,793
46,rrt,66.6411,773
46,visibility_astar,485.1859,797
46,visibility_dijkstra,490.0871,797
47,grid_astar,370.5765,783
47,grid_dijkstra,372.9315,783
47,rrt,40.4123,757
47,visibility_astar,237.1243,798
47,visibility_dijkstra,240.872,798
48,grid_astar,359.44135,800
48,grid_dijkstra,362.45105,800
48,rrt,28.9697,799
48,visibility_astar,279.92185,800
48,visibility_dijkstra,282.2081,800
49,grid_astar,22.199199999999998,510
49,grid_dijkstra,22.4082,510
49,rrt,10.5777,668
49,visibility_astar,68.295,677
49,visibility_dijkstra,68.7355,677
50,grid_astar,1957.0892,800
50,grid_dijkstra,1964.2278000000001,800
50,rrt,109.3257,799
50,visibility_astar,1445.3791,800
50,visibility_dijkstra,1462.4232000000002,800
51,grid_astar,22786.03,800
51,grid_dijkstra,22860.711450000003,800
51,rrt,266.7139,761
51,visibility_astar,7886.2363000000005,800
51,visibility_dijkstra,7961.3783,800
52,grid_astar,21257.6672,799
52,grid_dijkstra,21294.9524,799
52,rrt,490.10350000000005,324
52,visibility_astar,14943.8408,799
52,visibility_dijkstra,14916.5256,799
53,grid_astar,16317.6088,800
53,grid_dijkstra,16357.7222,800
53,rrt,354.795,611
53,visibility_astar,9679.753649999999,800
53,visibility_dijkstra,9772.0298,800
