algorithm_id,top_success_metric,top_success_corr,top_runtime_metric,top_runtime_corr,top_quality_metric,top_quality_corr
visibility_astar,largest_component_ratio,0.26999429405189757,scene_obstacle_count,0.9082993728832508,obstacle_area_ratio,0.813448388889663
visibility_dijkstra,largest_component_ratio,0.26999429405189757,scene_obstacle_count,0.9054812206387726,obstacle_area_ratio,0.813448388889663
grid_astar,largest_component_ratio,0.3458070592179449,scene_direct_distance,0.9753859743429618,obstacle_area_ratio,0.7227281767664617
grid_dijkstra,largest_component_ratio,0.3458070592179449,scene_direct_distance,0.9723135521287211,obstacle_area_ratio,0.7227281767664617
rrt,largest_component_ratio,0.3656172975315337,scene_obstacle_count,0.6955212143381179,obstacle_area_ratio,0.7370488045276947
