algorithm_id,metric,success_spearman,runtime_spearman,quality_spearman,success_sample_size,runtime_sample_size,quality_sample_size
grid_astar,scene_metric_obstacle_area_ratio,-0.31132262957494283,-0.16674057751840582,0.7227281767664617,42337,42337,40309
grid_astar,scene_metric_boundary_density,-0.32235985764974884,-0.6620947309603308,0.684438117748145,42337,42337,40309
grid_astar,scene_metric_clearance,0.2780031041573208,0.8028397071451989,-0.43412543830425615,42337,42337,40309
grid_astar,scene_metric_largest_component_ratio,0.3458070592179449,0.010295282613062064,-0.6370716040565804,42337,42337,40309
grid_astar,scene_metric_cell_density_cv,0.19955789118378064,-0.08742951068801762,-0.43190603896549157,42337,42337,40309
grid_astar,scene_metric_radii_cv,0.13152346487810396,0.46561416712789905,-0.09468219318045665,42337,42337,40309
grid_astar,scene_width,0.22508452617190947,0.9254444908038209,-0.1805835614888714,42337,42337,40309
grid_astar,scene_height,0.2342404732712748,0.922757959806961,-0.15787546134245373,42337,42337,40309
grid_astar,scene_obstacle_count,0.0657556773538927,0.4673880364742377,0.23545580097166924,42337,42337,40309
grid_astar,scene_direct_distance,0.2370085821517999,0.9753859743429618,-0.20562623819311276,42337,42337,40309
grid_dijkstra,scene_metric_obstacle_area_ratio,-0.31132262957494283,-0.18233640966458026,0.7227281767664617,42337,42337,40309
grid_dijkstra,scene_metric_boundary_density,-0.32235985764974884,-0.6741993865566963,0.684438117748145,42337,42337,40309
grid_dijkstra,scene_metric_clearance,0.2780031041573208,0.8067766703275164,-0.43412543830425615,42337,42337,40309
grid_dijkstra,scene_metric_largest_component_ratio,0.3458070592179449,0.02573578362476291,-0.6370716040565804,42337,42337,40309
grid_dijkstra,scene_metric_cell_density_cv,0.19955789118378064,-0.07721912653177329,-0.43190603896549157,42337,42337,40309
grid_dijkstra,scene_metric_radii_cv,0.13152346487810396,0.4637112868844937,-0.09468219318045665,42337,42337,40309
grid_dijkstra,scene_width,0.22508452617190947,0.9266698565399485,-0.1805835614888714,42337,42337,40309
grid_dijkstra,scene_height,0.2342404732712748,0.9186032654957466,-0.15787546134245373,42337,42337,40309
grid_dijkstra,scene_obstacle_count,0.0657556773538927,0.45934340358334946,0.23545580097166924,42337,42337,40309
grid_dijkstra,scene_direct_distance,0.2370085821517999,0.9723135521287211,-0.20562623819311276,42337,42337,40309
rrt,scene_metric_obstacle_area_ratio,-0.28466892933671667,0.4360876013766073,0.7370488045276947,42337,42337,39234
rrt,scene_metric_boundary_density,-0.13426168558882998,0.010754211010842172,0.6540883927986646,42337,42337,39234
rrt,scene_metric_clearance,0.012172371900587555,0.265155360882627,-0.4187639511398312,42337,42337,39234
rrt,scene_metric_largest_component_ratio,0.3656172975315337,-0.5455038462695281,-0.6624405732205287,42337,42337,39234
rrt,scene_metric_cell_density_cv,0.28276627778122077,-0.5583067198456342,-0.548809525354007,42337,42337,39234
rrt,scene_metric_radii_cv,-0.07202381571116749,0.3107590570374754,-0.04413670444402187,42337,42337,39234
rrt,scene_width,-0.09803639941731677,0.609452367444686,-0.11359087406290988,42337,42337,39234
rrt,scene_height,-0.09509234001242937,0.5987818355562488,-0.09427319469966862,42337,42337,39234
rrt,scene_obstacle_count,-0.21112978618407743,0.6955212143381179,0.3555685109544048,42337,42337,39234
rrt,scene_direct_distance,-0.10595192697678808,0.6481869751834632,-0.1473415046248079,42337,42337,39234
visibility_astar,scene_metric_obstacle_area_ratio,-0.23406710837082018,0.18373330068404098,0.813448388889663,42337,42337,41216
visibility_astar,scene_metric_boundary_density,-0.2463806613797796,-0.07327764632414481,0.6960986959344836,42337,42337,41216
visibility_astar,scene_metric_clearance,0.20718114429117523,0.15294576551837968,-0.4036037578052715,42337,42337,41216
visibility_astar,scene_metric_largest_component_ratio,0.26999429405189757,-0.2757942746013106,-0.7135485131762824,42337,42337,41216
