algorithm_id,metric,success_spearman,runtime_spearman,quality_spearman,success_sample_size,runtime_sample_size,quality_sample_size
visibility_astar,scene_metric_cell_density_cv,0.14840115115704217,-0.5650130282221816,-0.5525432060515829,42337,42337,41216
visibility_astar,scene_metric_radii_cv,0.10341353105004536,0.36539063975409286,-0.03060060987687583,42337,42337,41216
visibility_astar,scene_width,0.18991730808784252,0.5836471130953469,-0.09289573556951602,42337,42337,41216
visibility_astar,scene_height,0.1873635685467563,0.5249555774611829,-0.07119666642462913,42337,42337,41216
visibility_astar,scene_obstacle_count,0.07236457665879573,0.9082993728832508,0.32285996690015023,42337,42337,41216
visibility_astar,scene_direct_distance,0.1932095324309067,0.5979416664350126,-0.12086744640210047,42337,42337,41216
visibility_dijkstra,scene_metric_obstacle_area_ratio,-0.23406710837082018,0.17625196766101645,0.813448388889663,42337,42337,41216
visibility_dijkstra,scene_metric_boundary_density,-0.2463806613797796,-0.07966817450928054,0.6960986959344836,42337,42337,41216
visibility_dijkstra,scene_metric_clearance,0.20718114429117523,0.15661243305095623,-0.4036037578052715,42337,42337,41216
visibility_dijkstra,scene_metric_largest_component_ratio,0.26999429405189757,-0.26944264895108716,-0.7135485131762824,42337,42337,41216
visibility_dijkstra,scene_metric_cell_density_cv,0.14840115115704217,-0.5601129047645137,-0.5525432060515829,42337,42337,41216
visibility_dijkstra,scene_metric_radii_cv,0.10341353105004536,0.36447727418057596,-0.03060060987687583,42337,42337,41216
visibility_dijkstra,scene_width,0.18991730808784252,0.5856038892284808,-0.09289573556951602,42337,42337,41216
visibility_dijkstra,scene_height,0.1873635685467563,0.5258093314182408,-0.07119666642462913,42337,42337,41216
visibility_dijkstra,scene_obstacle_count,0.07236457665879573,0.9054812206387726,0.32285996690015023,42337,42337,41216
visibility_dijkstra,scene_direct_distance,0.1932095324309067,0.5993943867624497,-0.12086744640210047,42337,42337,41216
