algorithm_id,target,feature,spearman_corr,abs_spearman_corr,pair_count
grid_dijkstra,graph_search_share_percent,scene_obstacle_count,0.13199062217671684,0.13199062217671684,42337
grid_dijkstra,graph_search_share_percent,scene_aspect_ratio,-0.04478891669089253,0.04478891669089253,42337
visibility_astar,graph_search_share_percent,scene_obstacle_count,-0.7883732662659094,0.7883732662659094,42337
visibility_astar,graph_search_share_percent,scene_metric_cell_density_cv,0.6746859933017977,0.6746859933017977,42337
visibility_astar,graph_search_share_percent,graph_edge_per_node,0.6713902504257967,0.6713902504257967,42337
visibility_astar,graph_search_share_percent,scene_metric_largest_component_ratio,0.6293471356610888,0.6293471356610888,42337
visibility_astar,graph_search_share_percent,scene_metric_obstacle_area_ratio,-0.624218818862246,0.624218818862246,42337
visibility_astar,graph_search_share_percent,graph_expanded_nodes,-0.4916210035289354,0.4916210035289354,42337
visibility_astar,graph_search_share_percent,scene_metric_boundary_density,-0.41130789058527717,0.41130789058527717,42337
visibility_astar,graph_search_share_percent,scene_area,-0.289296674334008,0.289296674334008,42337
visibility_astar,graph_search_share_percent,graph_node_count,-0.27057167990441666,0.27057167990441666,42337
visibility_astar,graph_search_share_percent,scene_direct_distance,-0.2696446557018496,0.2696446557018496,42337
visibility_astar,graph_search_share_percent,graph_edge_count,-0.26133681185474766,0.26133681185474766,42337
visibility_astar,graph_search_share_percent,scene_metric_radii_cv,-0.17007703549782913,0.17007703549782913,42337
visibility_astar,graph_search_share_percent,scene_metric_clearance,0.12269219135989605,0.12269219135989605,42337
visibility_astar,graph_search_share_percent,scene_aspect_ratio,-0.06328010355220273,0.06328010355220273,42337
visibility_dijkstra,graph_search_share_percent,graph_edge_per_node,0.8363755632070021,0.8363755632070021,42337
visibility_dijkstra,graph_search_share_percent,scene_metric_largest_component_ratio,0.7594182018074991,0.7594182018074991,42337
visibility_dijkstra,graph_search_share_percent,scene_metric_obstacle_area_ratio,-0.7556600866476866,0.7556600866476866,42337
visibility_dijkstra,graph_search_share_percent,scene_metric_cell_density_cv,0.6306834005416346,0.6306834005416346,42337
visibility_dijkstra,graph_search_share_percent,scene_obstacle_count,-0.5892338283929618,0.5892338283929618,42337
visibility_dijkstra,graph_search_share_percent,scene_metric_boundary_density,-0.528302742573291,0.528302742573291,42337
visibility_dijkstra,graph_search_share_percent,scene_area,-0.17510959388506583,0.17510959388506583,42337
visibility_dijkstra,graph_search_share_percent,scene_metric_clearance,0.1718494111062343,0.1718494111062343,42337
visibility_dijkstra,graph_search_share_percent,scene_direct_distance,-0.16601311789094994,0.16601311789094994,42337
visibility_dijkstra,graph_search_share_percent,graph_edge_count,0.08475430611961947,0.08475430611961947,42337
visibility_dijkstra,graph_search_share_percent,graph_expanded_nodes,0.08395282660550334,0.08395282660550334,42337
visibility_dijkstra,graph_search_share_percent,scene_metric_radii_cv,-0.07611121253830679,0.07611121253830679,42337
visibility_dijkstra,graph_search_share_percent,graph_node_count,0.07531696927747245,0.07531696927747245,42337
visibility_dijkstra,graph_search_share_percent,scene_aspect_ratio,0.0006211865523564332,0.0006211865523564332,42337
